domain,phylum,class,order,family,genus,species,L,R,S,kit_id
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium obuense,0,0,0.003674,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium parafortuitum,0,0,0.000274,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium sphagni,0,0,0.00173,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tusciae,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium vaccae,0,0.040142,0.005706,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium wolinskyi,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Rhodococcus,Unknown species38,0,0,0.000458,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Rhodococcus,Rhodococcus globerulus,0,0,0.00006,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Aeromicrobium,Unknown species31,0.021705,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Kribbella,Unknown species4,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Kribbella,Kribbella alba,0,0,0.001252,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Kribbella,Kribbella endophytica,0,0,0.001482,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Kribbella,Kribbella shirazensis,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Marmoricola,Unknown species11,0,0,0.006013,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Marmoricola,Unknown species39,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Marmoricola,Unknown species4,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Marmoricola,Unknown species68,0,0,0.002864,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Marmoricola,Unknown species82,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,Unknown species114,0,0,0.001703,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,Unknown species124,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,Unknown species160,0,0,0.002406,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,Unknown species18,0,0,0.002669,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,Unknown species210,0,0,0.005423,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,Unknown species240,0,0,0.000907,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,Unknown species243,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,Unknown species248,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,Unknown species252,0,0,0.002318,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,Unknown species274,0,0,0.002943,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,Unknown species31,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,Unknown species329,0,0,0.005819,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,Unknown species49,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,Unknown species67,0,0,0.001315,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,Nocardioides exalbidus,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,Nocardioides ganghwensis,0,0,0.007913,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,Nocardioides islandensis,0,0,0.006916,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,Nocardioides mesophilus,0,0,0.008839,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,Nocardioides oleivorans,0,0,0.002072,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Propionicimonas,Unknown species25,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Promicromonosporaceae,Promicromonospora,Unknown species5,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Promicromonosporaceae,Promicromonospora,Promicromonospora aerolata,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Promicromonosporaceae,Promicromonospora,Promicromonospora sukumoe,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Friedmanniella,Friedmanniella lacustris,0,0,0.00054,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Microlunatus,Unknown species4,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Microlunatus,Unknown species50,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,Propionibacterium acnes,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Actinomycetospora,Actinomycetospora chibensis,0,0,0.006463,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Actinomycetospora,Unknown species22,0,0,0.007718,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Actinophytocola,Unknown species4,0,0,0.006136,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Actinosynnema,Actinosynnema mirum,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Actinosynnema,Actinosynnema pretiosum,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Lechevalieria,Lechevalieria atacamensis,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Lentzea,Lentzea kentuckyensis,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia,Unknown species102,0,0,0.000891,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia,Unknown species112,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia,Unknown species12,0,0,0.006142,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia,Unknown species36,0,0,0.024271,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia,Unknown species48,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia,Pseudonocardia yunnanensis,0,0,0.002992,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Saccharomonospora,Saccharomonospora viridis,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Sporichthyaceae,Unknown genus14,Unknown species2,0,0,0.004905,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Sporichthyaceae,Unknown genus5,Unknown species8,0,0,0.010836,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Sporichthyaceae,Sporichthya,Unknown species20,0,0,0.006026,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Sporichthyaceae,Sporichthya,Unknown species8,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Unknown genus13,Unknown species1,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Kitasatospora,Unknown species40,0,0,0.000032,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Unknown species232,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Unknown species35,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Unknown species359,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Unknown species457,0,0.005545,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Unknown species570,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Unknown species593,0,0.054552,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Unknown species695,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Unknown species723,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Unknown species726,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Unknown species77,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces alboniger,0,0.006788,0.001857,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces ambofaciens,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces atratus,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces aurantiacus,0,0,0.003379,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces aureoverticillatus,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces aureus,0.004247,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces avidinii,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces brasiliensis,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces caelestis,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces canus,0,0.003419,0.002138,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces chartreusis,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces ciscaucasicus,0,0.10185,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces cocklensis,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces collinus,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces costaricanus,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces cyaneus,0,0.000014,0.000041,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces deccanensis,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces enissocaesilis,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces ferralitis,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces fradiae,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces fulvissimus,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces fumigatiscleroticus,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces glaucescens,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces goshikiensis,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces griseoaurantiacus,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces griseoruber,0,0.000002,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces humidus,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces labedae,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces lanatus,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces levis,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces lincolnensis,0,0.030729,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces michiganensis,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces minutiscleroticus,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces mirabilis,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces murinus,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces pactum,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces prasinosporus,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces pseudovenezuelae,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces reticuliscabiei,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces shenzhenensis,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces tauricus,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces violaceochromogenes,0,0,0.000986,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces violaceoruber,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptosporangiaceae,Microbispora,Microbispora hainanensis,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinomadura,Actinomadura nitritigenes,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinomadura,Actinomadura vinacea,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Unknown family,Unknown genus129,Unknown species5,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Gaiellales,Gaiellaceae,Gaiella,Unknown species2,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Gaiellales,Gaiellaceae,Gaiella,Unknown species361,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Unknown family,Unknown genus7,Unknown species1,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Solirubrobacterales,Conexibacteraceae,Conexibacter,Unknown species75,0,0,0.003781,50
Bacteria,Actinobacteria,Actinobacteria,Solirubrobacterales,Conexibacteraceae,Conexibacter,Unknown species77,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Solirubrobacterales,Conexibacteraceae,Conexibacter,Unknown species85,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,Unknown species11,0,0,0,50
Bacteria,Actinobacteria,Actinobacteria,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,Unknown species22,0,0,0.009414,50
Bacteria,Actinobacteria,Actinobacteria,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,Unknown species39,0,0,0.000502,50
Bacteria,Actinobacteria,Actinobacteria,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,Unknown species70,0,0,0.00266,50
Bacteria,Actinobacteria,Actinobacteria,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,Unknown species78,0,0,0.019263,50
Bacteria,Actinobacteria,Actinobacteria,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,Unknown species81,0,0,0.002783,50
Bacteria,Actinobacteria,Actinobacteria,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,Unknown species9,0,0,0.003183,50
Bacteria,Actinobacteria,Actinobacteria,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,Solirubrobacter ginsenosidimutans,0,0,0.025692,50
Bacteria,Actinobacteria,Actinobacteria,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,Solirubrobacter soli,0,0,0,50
Bacteria,Actinobacteria,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,Rubrobacter,Unknown species124,0,0.00907,0,50
Bacteria,Actinobacteria,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,Rubrobacter,Unknown species129,0,0,0,50
Bacteria,Actinobacteria,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,Rubrobacter,Unknown species13,0,0,0.002159,50
Bacteria,Actinobacteria,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,Rubrobacter,Unknown species130,0,0,0,50
Bacteria,Actinobacteria,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,Rubrobacter,Unknown species135,0,0,0.001729,50
Bacteria,Actinobacteria,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,Rubrobacter,Unknown species15,0,0,0.001442,50
Bacteria,Actinobacteria,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,Rubrobacter,Unknown species19,0,0.007093,0.002349,50
Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,Unknown genus5,Unknown species1,0,0,0,50
Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,Unknown species13,0.030828,0.009887,0.000141,50
Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,Unknown species9,0,0,0.009833,50
Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Unknown family,Unknown genus2,Unknown species3,0,0,0,50
Bacteria,Armatimonadetes,0319-6E2,Unknown order,Unknown family,Unknown genus6,Unknown species1,0,0,0,50
Bacteria,Armatimonadetes,0319-6E2,Unknown order,Unknown family,Unknown genus7,Unknown species1,0,0,0,50
Bacteria,Armatimonadetes,Armatimonadia,Armatimonadales,Armatimonadaceae,Armatimonas/Armatimonadetes_gp1,Unknown species51,0,0,0.000104,50
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Unknown genus56,Unknown species3,0,0,0,50
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Rhodocytophaga,Unknown species5,0,0,0.00038,50
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Unknown species13,0,0,0,50
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Unknown species639,0,0,0,50
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Unknown species766,0,0,0,50
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium succinicans,0,0,0,50
Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Unknown genus105,Unknown species2,0,0,0,50
Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Unknown genus177,Unknown species2,0,0,0,50
Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Chitinophaga,Unknown species3,0,0,0,50
Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Flavisolibacter,Unknown species113,0,0,0,50
Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Flavisolibacter,Unknown species33,0.002696,0,0.000226,50
Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Flavisolibacter,Unknown species39,0,0,0.000156,50
Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Flavisolibacter,Unknown species59,0,0,0.000049,50
Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Flavisolibacter,Unknown species71,0,0,0.000407,50
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Flavitalea,Unknown species34,0,0,0,50
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Flavitalea,Unknown species42,0,0,0.001657,50
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Niastella,Unknown species18,0,0,0.00012,50
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Terrimonas,Unknown species153,0,0,0.000019,50
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Terrimonas,Unknown species211,0,0.001612,0,50
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Terrimonas,Unknown species241,0,0,0,50
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Unknown species123,0,0,0,50
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Unknown genus385,Unknown species2,0,0,0.001236,50
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Unknown genus41,Unknown species2,0,0,0.00012,50
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Unknown genus66,Unknown species6,0,0,0,50
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Unknown genus66,Unknown species9,0,0,0,50
Bacteria,Chloroflexi,Caldilineae,Caldilineales,Caldilineaceae,Litorilinea,Unknown species92,0,0,0,50
Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Chloroflexaceae,Roseiflexus,Unknown species7,0,0,0.000774,50
Bacteria,Chloroflexi,Ellin6529,Unknown order,Unknown family,Unknown genus42,Unknown species2,0,0,0.000075,50
Bacteria,Chloroflexi,Ellin6529,Unknown order,Unknown family,Unknown genus44,Unknown species1,0,0,0.000605,50
Bacteria,Chloroflexi,Gitt-GS-136,Unknown order,Unknown family,Unknown genus9,Unknown species8,0,0,0,50
Bacteria,Chloroflexi,Thermomicrobia,Sphaerobacterales,Sphaerobacteraceae,Sphaerobacter,Unknown species61,0,0,0,50
Bacteria,Cyanobacteria,Chloroplast,Streptophyta,Unknown family,Unknown genus116,Unknown species18,0,0,0,50
Bacteria,Cyanobacteria,Chloroplast,Streptophyta,Unknown family,Unknown genus116,Unknown species20,0,0,0,50
Bacteria,Cyanobacteria,Chloroplast,Streptophyta,Unknown family,Unknown genus123,Unknown species13,0,0,0,50
Bacteria,Cyanobacteria,Chloroplast,Streptophyta,Unknown family,Unknown genus123,Unknown species26,0,0,0,50
Bacteria,Cyanobacteria,Chloroplast,Streptophyta,Unknown family,Unknown genus123,Unknown species3,0,0,0,50
Bacteria,Cyanobacteria,Chloroplast,Streptophyta,Unknown family,Unknown genus123,Unknown species31,0,0,0,50
Bacteria,Cyanobacteria,Chloroplast,Streptophyta,Unknown family,Unknown genus123,Unknown species34,0,0,0,50
Bacteria,Cyanobacteria,Chloroplast,Streptophyta,Unknown family,Unknown genus123,Unknown species5,0,0,0,50
Bacteria,Cyanobacteria,Chloroplast,Streptophyta,Unknown family,Unknown genus123,Unknown species9,0.53603,0,0,50
Bacteria,Cyanobacteria,Chloroplast,Streptophyta,Unknown family,Unknown genus14,Unknown species4,0.007549,0.004643,0.000143,50
Bacteria,Cyanobacteria,Chloroplast,Streptophyta,Unknown family,Unknown genus2,Unknown species5,0,0,0,50
Bacteria,Cyanobacteria,Chloroplast,Streptophyta,Unknown family,Unknown genus2,Unknown species8,0,0.099272,0,50
Bacteria,Cyanobacteria,Chloroplast,Streptophyta,Unknown family,Unknown genus2,Unknown species9,0,0,0,50
Bacteria,Cyanobacteria,Chloroplast,Streptophyta,Unknown family,Unknown genus39,Unknown species7,0.10129,0.082321,0.005574,50
Bacteria,Cyanobacteria,Chloroplast,Streptophyta,Unknown family,Unknown genus39,Unknown species8,0,0,0,50
Bacteria,Cyanobacteria,Chloroplast,Streptophyta,Unknown family,Unknown genus57,Unknown species1,0,0,0,50
Bacteria,Cyanobacteria,Chloroplast,Streptophyta,Unknown family,Unknown genus78,Unknown species1,0,0,0,50
Bacteria,FBP,Unknown class,Unknown order,Unknown family,Unknown genus3,Unknown species1,0,0,0.000613,50
Bacteria,FBP,Unknown class,Unknown order,Unknown family,Unknown genus4,Unknown species1,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Alicyclobacillus,Unknown species17,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Alicyclobacillus,Unknown species27,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Unknown genus173,Unknown species1,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Unknown genus192,Unknown species1,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Unknown genus45,Unknown species1,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown species1098,0.061341,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown species1116,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown species114,0,0,0.001119,50
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown species1142,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown species1213,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown species1241,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown species1262,0,0,0.001176,50
